Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF)
2016,No,Mercedes-Benz A-Class (A 180 BlueEFFICIENCY),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1200.0,Estimated from external data based on product description,32000.0,26.67,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz B-Class (B 180 BlueEFFICIENCY),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1200.0,Estimated from external data based on product description,34000.0,28.33,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz B-Class Electric Drive (B 250 e),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1650.0,Estimated from external data based on product description,12000.0,7.27,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz C-Class (C 180),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1400.0,Estimated from external data based on product description,36000.0,25.71,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz C-Class (C 250),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1800.0,Estimated from external data based on product description,39000.0,21.67,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz C-Class Plug-In Hybrid (C 350 e),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1925.0,Estimated from external data based on product description,24000.0,12.47,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz CLA (CLA 180),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1200.0,Estimated from external data based on product description,31000.0,25.83,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz B-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1425.0,Estimated from external data based on product description,32500.0,22.81,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz CLS (350 BlueEFFICIENCY),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2220.0,Estimated from external data based on product description,60000.0,27.03,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz E-Class (E 200),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1500.0,Estimated from external data based on product description,50000.0,33.33,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz E-Class (E 220 d (Estate)),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2320.0,Estimated from external data based on product description,41000.0,17.67,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,Yes,Mercedes-Benz E-Class (E 220 d),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2100.0,Estimated from external data based on product description,38000.0,18.1,ISO,(not reported by company),N/a,N/a (no %change reported),Yes,0.18460000000000001,0.056900000000000006,0.7585,,0.0105
2016,Yes,Mercedes-Benz E-Class Plug-In Hybrid (E 350 e),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1925.0,Estimated from external data based on product description,26000.0,13.51,ISO,(not reported by company),N/a,N/a (no %change reported),Yes,0.3144,0.09699999999999999,0.5887,,0.0151
2016,No,Mercedes-Benz GLA (GLA 200),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,1400.0,Estimated from external data based on product description,33000.0,23.57,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz GLC (220 d 4MATIC),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2500.0,Estimated from external data based on product description,39000.0,15.6,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz GLC Plug-In Hybrid (GLC 350 e 4MATIC),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2000.0,Estimated from external data based on product description,27000.0,13.5,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz GLE (GLE 500 4MATIC),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,3500.0,Estimated from external data based on product description,91000.0,26.0,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz GLE Plug-In Hybrid - GLE 500 e 4MATIC,Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,3500.0,Estimated from external data based on product description,39000.0,11.14,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz C-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1505.0,Estimated from external data based on product description,50500.0,33.55,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz S-Class (S 500),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2050.0,Estimated from external data based on product description,85000.0,41.46,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz S-Class Hybrid (S 300 BlueTEC HYBRID),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2715.0,Estimated from external data based on product description,51000.0,18.78,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz S-Class Hybrid (S 400 h),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2595.0,Estimated from external data based on product description,66000.0,25.43,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz S-Class Plug-In Hybrid (S 500 e),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2585.0,Estimated from external data based on product description,38000.0,14.7,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz SL (SL 350),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2065.0,Estimated from external data based on product description,72000.0,34.87,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Mercedes-Benz SLC (SLK 200 BlueEFFICIENCY),Daimler AG,Germany,Automobiles & Components,Auto Components,Automobiles & components,2015.0,Estimated from external data based on product description,45000.0,22.33,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz C-Class e,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1580.0,Estimated from external data based on product description,27400.0,17.34,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz E-Class Saloon,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1680.0,Estimated from external data based on product description,47200.0,28.1,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz M-Class - Passenger Car,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,2110.0,Estimated from external data based on product description,43600.0,20.66,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz S-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,2015.0,Estimated from external data based on product description,54000.0,26.8,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz B-Class electric drive,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1725.0,Estimated from external data based on product description,22600.0,13.1,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz CLA-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1490.0,Estimated from external data based on product description,30000.0,20.13,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,Yes,Set yoghourt,Danone,France,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1.0,As per company's submission to CDP,1.531,1.53,PAS2050,(not reported by company),N/a,N/a (no %change reported),No,0.6518999999999999,0.113,0.2351,0.0999,0.0235
2013,Yes,Drink yoghourt,Danone,France,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1.0,As per company's submission to CDP,1.297,1.3,PAS2050,(not reported by company),N/a,N/a (no %change reported),No,0.6345000000000001,0.091,0.27449999999999997,0.12029999999999999,0.08710000000000001
2013,Yes,Plain Water (SKU: Bonafont 1L film bottle),Danone,France,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1.0,Estimated from external data based on product description,0.174,0.17,PAS2050,(not reported by company),N/a,N/a (no %change reported),No,0.3563,0.1724,0.47130000000000005,0.29309999999999997,0.0
2015,Yes,BONAFONT NATURAL 6000 ML X2 FILM 84 (6L RPET Bottle)_54742,Danone,France,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,1.0,Estimated from external data based on product description,0.145,0.15,PAS2050,-4.00%,figures are provided in Kg CO2/Kg of product. The reduction of carbon emission for this sku is resulteb by achivement of action plans on downstream logistics by optimization of truck filling and on energy consumption by reducing thermal and electricity on factories.,Product carbon efficiency changed,No,0.3624,0.1978,0.43979999999999997,0.1508,0.0775
2015,Yes,DANONE MPCK STRAWBERRY 1960G (8X245G)_87121,Danone,France,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,2.279,2.28,Not reported,(not reported by company),N/a,N/a (no previous data available),No,0.7826000000000001,0.0548,0.16260000000000002,0.13570000000000002,0.0239
2015,Yes,SILHOUETTE ST/PE/RA/BL 100GX16_14967,Danone,France,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,1.26,1.26,Not reported,(not reported by company),N/a,N/a (no previous data available),No,0.7878000000000001,0.049100000000000005,0.1631,0.051,0.0629
2015,Yes,Activia STR/PCH/BLU 24X4OZ CLUB_67740,Danone,France,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,2.253,2.25,Not reported,(not reported by company),N/a,N/a (no previous data available),No,0.7478,0.0731,0.1791,0.0724,0.049400000000000006
2016,No,Argon,Air Liquide,France,Materials,Chemicals,Chemicals,1.785714286,As per company's submission to CDP,0.567,0.32,Not reported,-6.90%,performance improvement of ASU and liquid transport,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2016,No,Nitrogen,Air Liquide,France,Materials,Chemicals,Chemicals,1.25,As per company's submission to CDP,0.501,0.4,Not reported,-1.18%,Decrease of Ratio m3 / km in transport,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2014,No,Keyboards,Darfon Electronics Corp,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.445,Estimated from external data based on product description,10.41,23.39,PAS2050,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2015,No,Keyboard,Darfon Electronics Corp,Taiwan,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.158,Estimated from external data based on product description,0.89,5.63,PAS2050,5.00%,Different LCA plan CDP data may not able to be compared.,Model and/or parameters changed (but not product),N/a (product with insufficient stage-level data),,,,,
2016,Yes,DC fan,Delta Electronics,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.26,Estimated from external data based on product description,1.86,7.15,PAS2050,(not reported by company),N/a,N/a (no %change reported),No,0.8409,0.1591,0.0,,
2016,Yes,External power supply/ portable adaptor,Delta Electronics,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.363,Estimated from external data based on product description,7.9,21.76,PAS2050,(not reported by company),N/a,N/a (no %change reported),No,0.9684,0.0316,0.0,,
2016,Yes,PV Inverter,Delta Electronics,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",81.918782,Estimated from external data based on product description,686.42,8.38,PAS2050,(not reported by company),N/a,N/a (no %change reported),No,0.9514,0.048600000000000004,0.0,,
2016,Yes,TPS (Telecom Power System),Delta Electronics,Taiwan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",4.1,Estimated from external data based on product description,69.437,16.94,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.054900000000000004,0.9451,0.0,,
